name,sub_network,category,lock_family,jump_type,jump_desc,d,X,C_AB,R_obs,chosen_lock,prime_value,err_before,R_corr_eta,err_after_eta,R_corr_kappa,err_after_kappa
Ba(Fe0.9Co0.1)2As2,electron-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,11.3636,0,9.28361,rational,9.33333,0.00535555,9.27902,0.0058534,9.27902,0.0058534
Ba(Fe0.9Co0.1)2As2,hole-band-vs-electron-band,SC_IronBased,rational,inter,gap(hole-band) / gap(electron-band),,,,1.4,rational,1.4,1.58603e-16,1.4,1.58603e-16,1.4,1.58603e-16
Ba(Fe0.9Co0.1)2As2,hole-band-vs-electron-band,SC_IronBased,rational,inter,Debye(hole-band) / Debye(electron-band),,,,1,rational,1,0,1,0,1,0
Ba0.6K0.4Fe2As2,hole-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,6.57895,0,3.3592,rational,3.375,0.00470272,3.35631,0.00556717,3.35631,0.00556717
Ba0.6K0.4Fe2As2,hole-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,6.57895,0,1.95848,integer,2,0.0211976,1.95736,0.0217832,1.95736,0.0217832
Ba0.6K0.4Fe2As2,hole-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,6.57895,0,9.28361,rational,9.33333,0.00535555,9.28095,0.00564372,9.28095,0.00564372
Ba0.6K0.4Fe2As2,electron-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,6.57895,0,2.74844,rational,2.8,0.0187603,2.74608,0.0196368,2.74608,0.0196368
Ba0.6K0.4Fe2As2,electron-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,6.57895,0,2.3937,rational,2.4,0.00263037,2.39233,0.00320531,2.39233,0.00320531
Ba0.6K0.4Fe2As2,electron-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,6.57895,0,9.28361,rational,9.33333,0.00535555,9.28095,0.00564372,9.28095,0.00564372
Ba0.6K0.4Fe2As2,hole-band-vs-electron-band,SC_IronBased,rational,inter,gap(hole-band) / gap(electron-band),,,,1.22222,rational,1.2,0.0181818,1.22222,0.0181818,1.22222,0.0181818
Ba0.6K0.4Fe2As2,hole-band-vs-electron-band,SC_IronBased,rational,inter,Debye(hole-band) / Debye(electron-band),,,,1,rational,1,0,1,0,1,0
BaFe2(As0.7P0.3)2,hole-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,8.33333,0,2.3209,rational,2.33333,0.00535555,2.31838,0.00645148,2.31838,0.00645148
BaFe2(As0.7P0.3)2,hole-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,8.33333,0,3.59056,rational,3.6,0.00263037,3.58795,0.00335874,3.58795,0.00335874
BaFe2(As0.7P0.3)2,hole-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,8.33333,0,9.28361,rational,9.33333,0.00535555,9.28024,0.00572059,9.28024,0.00572059
BaFe2(As0.7P0.3)2,electron-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,8.33333,0,1.54727,rational,1.5,0.03055,1.54558,0.0294932,1.54558,0.0294932
BaFe2(As0.7P0.3)2,electron-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,8.33333,0,5.38583,rational,5.4,0.00263037,5.38192,0.00335874,5.38192,0.00335874
BaFe2(As0.7P0.3)2,electron-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,8.33333,0,9.28361,rational,9.33333,0.00535555,9.28024,0.00572059,9.28024,0.00572059
BaFe2(As0.7P0.3)2,hole-band-vs-electron-band,SC_IronBased,rational,inter,gap(hole-band) / gap(electron-band),,,,1.5,rational,1.5,0,1.5,0,1.5,0
BaFe2(As0.7P0.3)2,hole-band-vs-electron-band,SC_IronBased,rational,inter,Debye(hole-band) / Debye(electron-band),,,,1,rational,1,0,1,0,1,0
BeAu,gap1,SC_TypeI,mixed,intra,thermal@Tc→gap(Δ),3,118.75,0,1.88573,rational,1.875,0.00569232,1.85647,0.00997942,1.85647,0.00997942
BeAu,gap1,SC_TypeI,mixed,intra,gap(Δ)→Debye,2,118.75,0,62.9728,integer,63,0.000431615,62.3214,0.0108888,62.3214,0.0108888
BeAu,gap1,SC_TypeI,mixed,intra,Debye→electronic(E_F),1,118.75,0,177.122,rational,176.4,0.00407399,176.205,0.00110401,176.205,0.00110401
BeAu,gap2,SC_TypeI,mixed,intra,thermal@Tc→gap(Δ),3,118.75,0,0.906603,rational,0.875,0.0348587,0.892535,0.0196466,0.892535,0.0196466
BeAu,gap2,SC_TypeI,mixed,intra,gap(Δ)→Debye,2,118.75,0,130.983,rational,131.25,0.00203487,129.628,0.0125089,129.628,0.0125089
BeAu,gap2,SC_TypeI,mixed,intra,Debye→electronic(E_F),1,118.75,0,177.122,rational,176.4,0.00407399,176.205,0.00110401,176.205,0.00110401
BeAu,gap1-vs-gap2,SC_TypeI,rational,inter,gap(gap1) / gap(gap2),,,,2.08,rational,2.14286,0.0302198,2.08,0.0302198,2.08,0.0302198
BeAu,gap1-vs-gap2,SC_TypeI,rational,inter,Debye(gap1) / Debye(gap2),,,,1,rational,1,0,1,0,1,0
Ca10(Pt3As8)(Fe2As2)5,gap1,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,8,0,1.22676,rational,1.25,0.0189414,1.22548,0.0200077,1.22548,0.0200077
Ca10(Pt3As8)(Fe2As2)5,gap1,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,8,0,6.52123,rational,6.42857,0.014208,6.51668,0.0135206,6.51668,0.0135206
Ca10(Pt3As8)(Fe2As2)5,gap1,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,8,0,8.28894,rational,8.33333,0.00535555,8.28605,0.00570598,8.28605,0.00570598
Ca10(Pt3As8)(Fe2As2)5,gap2,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,8,0,2.05566,integer,2,0.0270753,2.05351,0.0260572,2.05351,0.0260572
Ca10(Pt3As8)(Fe2As2)5,gap2,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,8,0,3.8917,rational,3.85714,0.00887942,3.88899,0.00818823,3.88899,0.00818823
Ca10(Pt3As8)(Fe2As2)5,gap2,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,8,0,8.28894,rational,8.33333,0.00535555,8.28605,0.00570598,8.28605,0.00570598
Ca10(Pt3As8)(Fe2As2)5,hole-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,8,0,2.05566,integer,2,0.0270753,2.05351,0.0260572,2.05351,0.0260572
Ca10(Pt3As8)(Fe2As2)5,hole-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,8,0,3.8917,rational,3.85714,0.00887942,3.88899,0.00818823,3.88899,0.00818823
Ca10(Pt3As8)(Fe2As2)5,hole-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,8,0,8.28894,rational,8.33333,0.00535555,8.28605,0.00570598,8.28605,0.00570598
Ca10(Pt3As8)(Fe2As2)5,electron-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,8,0,1.22676,rational,1.25,0.0189414,1.22548,0.0200077,1.22548,0.0200077
Ca10(Pt3As8)(Fe2As2)5,electron-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,8,0,6.52123,rational,6.42857,0.014208,6.51668,0.0135206,6.51668,0.0135206
Ca10(Pt3As8)(Fe2As2)5,electron-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,8,0,8.28894,rational,8.33333,0.00535555,8.28605,0.00570598,8.28605,0.00570598
Ca10(Pt3As8)(Fe2As2)5,hole-band-vs-electron-band,SC_IronBased,rational,inter,gap(hole-band) / gap(electron-band),,,,1.67568,rational,1.66667,0.00537634,1.67568,0.00537634,1.67568,0.00537634
Ca10(Pt3As8)(Fe2As2)5,hole-band-vs-electron-band,SC_IronBased,rational,inter,Debye(hole-band) / Debye(electron-band),,,,1,rational,1,0,1,0,1,0
CaFe0.88Co0.12AsF,hole-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,11.7371,0,2.44076,rational,2.4,0.0167007,2.43702,0.0151904,2.43702,0.0151904
CaFe0.88Co0.12AsF,hole-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,11.7371,0,4.80878,rational,4.8,0.00182577,4.80386,0.000804146,4.80386,0.000804146
CaFe0.88Co0.12AsF,hole-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,11.7371,0,9.28361,rational,9.33333,0.00535555,9.27887,0.00586977,9.27887,0.00586977
CaFe0.88Co0.12AsF,electron-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,11.7371,0,0.468539,rational,0.5,0.0671465,0.467821,0.0687857,0.467821,0.0687857
CaFe0.88Co0.12AsF,electron-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,11.7371,0,25.0504,integer,25,0.00201144,25.0248,0.000990008,25.0248,0.000990008
CaFe0.88Co0.12AsF,electron-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,11.7371,0,9.28361,rational,9.33333,0.00535555,9.27887,0.00586977,9.27887,0.00586977
CaFe0.88Co0.12AsF,hole-band-vs-electron-band,SC_IronBased,rational,inter,gap(hole-band) / gap(electron-band),,,,5.2093,rational,5.25,0.0078125,5.2093,0.0078125,5.2093,0.0078125
CaFe0.88Co0.12AsF,hole-band-vs-electron-band,SC_IronBased,rational,inter,Debye(hole-band) / Debye(electron-band),,,,1,rational,1,0,1,0,1,0
FeSe,sigma,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,28.8095,0,2.07224,rational,2.14286,0.03408,2.06443,0.0379875,2.06443,0.0379875
FeSe,sigma,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,28.8095,0,13.9026,integer,14,0.00700364,13.8677,0.00953724,13.8677,0.00953724
FeSe,sigma,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,28.8095,0,0.479526,rational,0.5,0.0426973,0.478924,0.0440074,0.478924,0.0440074
FeSe,pi,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,28.8095,0,0.345373,rational,0.333333,0.0348587,0.344072,0.0312117,0.344072,0.0312117
FeSe,pi,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,28.8095,0,83.4158,rational,83.3333,0.000988454,83.2064,0.00152504,83.2064,0.00152504
FeSe,pi,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,28.8095,0,0.479526,rational,0.5,0.0426973,0.478924,0.0440074,0.478924,0.0440074
FeSe,hole-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,28.8095,0,2.07224,rational,2.14286,0.03408,2.06443,0.0379875,2.06443,0.0379875
FeSe,hole-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,28.8095,0,13.9026,integer,14,0.00700364,13.8677,0.00953724,13.8677,0.00953724
FeSe,hole-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,28.8095,0,0.479526,rational,0.5,0.0426973,0.478924,0.0440074,0.478924,0.0440074
FeSe,electron-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,28.8095,0,0.345373,rational,0.333333,0.0348587,0.344072,0.0312117,0.344072,0.0312117
FeSe,electron-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,28.8095,0,83.4158,rational,83.3333,0.000988454,83.2064,0.00152504,83.2064,0.00152504
FeSe,electron-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,28.8095,0,0.479526,rational,0.5,0.0426973,0.478924,0.0440074,0.478924,0.0440074
FeSe,hole-band-vs-electron-band,SC_IronBased,rational,inter,gap(hole-band) / gap(electron-band),,,,6,rational,6,0,6,0,6,0
FeSe,hole-band-vs-electron-band,SC_IronBased,rational,inter,Debye(hole-band) / Debye(electron-band),,,,1,rational,1,0,1,0,1,0
Helium-3 (He-3) B-phase,0-bar,Superfluid,rational,intra,thermal@Tc→gap(Δ),3,1820,195,1.764,rational,1.75,0.00793547,1.34449,0.301609,1.34449,0.301609
Helium-3 (He-3) B-phase,0-bar,Superfluid,rational,intra,gap(Δ)→Debye,2,1820,195,1031.75,rational,1029,0.00266258,868.169,0.185253,868.169,0.185253
Helium-3 (He-3) B-phase,0-bar,Superfluid,rational,intra,Debye→electronic(E_F),1,1820,195,0.999774,rational,1,0.000226182,0.92052,0.086343,0.92052,0.086343
Helium-3 (He-3) B-phase,10-bar,Superfluid,rational,intra,thermal@Tc→gap(Δ),3,1625,195,1.764,rational,1.75,0.00793575,1.38944,0.259502,1.38944,0.259502
Helium-3 (He-3) B-phase,10-bar,Superfluid,rational,intra,gap(Δ)→Debye,2,1625,195,921.203,rational,921.6,0.000431483,790.799,0.165403,790.799,0.165403
Helium-3 (He-3) B-phase,10-bar,Superfluid,rational,intra,Debye→electronic(E_F),1,1625,195,0.999774,rational,1,0.000226182,0.929011,0.0764134,0.929011,0.0764134
Helium-3 (He-3) B-phase,0-bar-vs-10-bar,Superfluid,rational,inter,gap(0-bar) / gap(10-bar),,,,0.892857,rational,0.875,0.0199997,0.892857,0.0199997,0.892857,0.0199997
Helium-3 (He-3) B-phase,0-bar-vs-10-bar,Superfluid,rational,inter,Debye(0-bar) / Debye(10-bar),,,,1,rational,1,0,1,0,1,0
Helium-4 (He-4),1-bar,Superfluid,rational,intra,thermal@Tc→gap(Δ),3,3.95994,0.0354076,3.96093,rational,4,0.00986331,3.95888,0.0103861,3.95888,0.0103861
Helium-4 (He-4),1-bar,Superfluid,rational,intra,gap(Δ)→Debye,2,3.95994,0.0354076,0.99975,rational,1,0.000250228,0.999405,0.000595393,0.999405,0.000595393
Helium-4 (He-4),1-bar,Superfluid,rational,intra,Debye→electronic(E_F),1,3.95994,0.0354076,0.996212,rational,1,0.00380287,0.99604,0.00397604,0.99604,0.00397604
Helium-4 (He-4),10-bar,Superfluid,rational,intra,thermal@Tc→gap(Δ),3,3.99535,0.0354076,3.99411,rational,4,0.00147387,3.99203,0.00199697,3.99203,0.00199697
Helium-4 (He-4),10-bar,Superfluid,rational,intra,gap(Δ)→Debye,2,3.99535,0.0354076,1.00031,rational,1,0.000309265,0.999961,3.87923e-05,0.999961,3.87923e-05
Helium-4 (He-4),10-bar,Superfluid,rational,intra,Debye→electronic(E_F),1,3.99535,0.0354076,0.999691,rational,1,0.000309361,0.999517,0.000483467,0.999517,0.000483467
Helium-4 (He-4),1-bar-vs-10-bar,Superfluid,rational,inter,gap(1-bar) / gap(10-bar),,,,1.00405,rational,1,0.00403769,1.00405,0.00403769,1.00405,0.00403769
Helium-4 (He-4),1-bar-vs-10-bar,Superfluid,rational,inter,Debye(1-bar) / Debye(10-bar),,,,1.00349,rational,1,0.00348028,1.00349,0.00348028,1.00349,0.00348028
LaB2,sigma,SC_Binary,mixed,intra,thermal@Tc→gap(Δ),3,14,0.666667,1.97277,integer,2,0.0138039,1.96916,0.0156619,1.96916,0.0156619
LaB2,sigma,SC_Binary,mixed,intra,gap(Δ)→Debye,2,14,0.666667,7.09663,rational,7.14286,0.00651433,7.08797,0.00774334,7.08797,0.00774334
LaB2,sigma,SC_Binary,mixed,intra,Debye→electronic(E_F),1,14,0.666667,151.964,rational,151.875,0.00058519,151.871,2.46114e-05,151.871,2.46114e-05
LaB2,pi,SC_Binary,mixed,intra,thermal@Tc→gap(Δ),3,13.3333,0.666667,1.50859,rational,1.5,0.00569232,1.50596,0.00395696,1.50596,0.00395696
LaB2,pi,SC_Binary,mixed,intra,gap(Δ)→Debye,2,13.3333,0.666667,8.83829,rational,8.75,0.00998955,8.82802,0.00883832,8.82802,0.00883832
LaB2,pi,SC_Binary,mixed,intra,Debye→electronic(E_F),1,13.3333,0.666667,159.562,integer,160,0.00274423,159.469,0.00332692,159.469,0.00332692
LaB2,sigma-vs-pi,SC_Binary,rational,inter,gap(sigma) / gap(pi),,,,1.30769,rational,1.28571,0.0168067,1.30769,0.0168067,1.30769,0.0168067
LaB2,sigma-vs-pi,SC_Binary,rational,inter,Debye(sigma) / Debye(pi),,,,1.05,rational,1,0.047619,1.05,0.047619,1.05,0.047619
LaFeAsO0.9F0.1,hole-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,10.7692,0,4.46328,rational,4.5,0.00822799,4.457,0.00964877,4.457,0.00964877
LaFeAsO0.9F0.1,hole-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,10.7692,0,2.41285,rational,2.4,0.00532702,2.41059,0.00439301,2.41059,0.00439301
LaFeAsO0.9F0.1,hole-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,10.7692,0,8.28894,rational,8.33333,0.00535555,8.28505,0.00582735,8.28505,0.00582735
LaFeAsO0.9F0.1,electron-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,10.7692,0,1.33898,rational,1.33333,0.00421927,1.3371,0.00281603,1.3371,0.00281603
LaFeAsO0.9F0.1,electron-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,10.7692,0,8.04284,integer,8,0.00532702,8.0353,0.00439301,8.0353,0.00439301
LaFeAsO0.9F0.1,electron-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,10.7692,0,8.28894,rational,8.33333,0.00535555,8.28505,0.00582735,8.28505,0.00582735
LaFeAsO0.9F0.1,hole-band-vs-electron-band,SC_IronBased,rational,inter,gap(hole-band) / gap(electron-band),,,,3.33333,rational,3.33333,0,3.33333,0,3.33333,0
LaFeAsO0.9F0.1,hole-band-vs-electron-band,SC_IronBased,rational,inter,Debye(hole-band) / Debye(electron-band),,,,1,rational,1,0,1,0,1,0
LaH10,H1-optic-sigma,SC_HighPressure,integer,intra,thermal@Tc→gap(Δ),3,3.8,2,0.835525,integer,1,0.196852,0.83511,0.197446,0.83511,0.197446
LaH10,H1-optic-sigma,SC_HighPressure,integer,intra,gap(Δ)→Debye,2,3.8,2,4.54804,integer,5,0.0993754,4.54653,0.0997394,4.54653,0.0997394
LaH10,H1-optic-sigma,SC_HighPressure,integer,intra,Debye→electronic(E_F),1,3.8,2,79.3993,integer,80,0.00756512,79.3862,0.00773191,79.3862,0.00773191
LaH10,H2-optic-pi,SC_HighPressure,mixed,intra,thermal@Tc→gap(Δ),3,5.8,2,1.62463,rational,1.6,0.0151619,1.6234,0.014415,1.6234,0.014415
LaH10,H2-optic-pi,SC_HighPressure,mixed,intra,gap(Δ)→Debye,2,5.8,2,3.57004,rational,3.57143,0.000389493,3.56823,0.000895197,3.56823,0.000895197
LaH10,H2-optic-pi,SC_HighPressure,mixed,intra,Debye→electronic(E_F),1,5.8,2,52.0203,rational,52.5,0.0092223,52.0071,0.00947732,52.0071,0.00947732
LaH10,La-acous-sigma,SC_HighPressure,integer,intra,thermal@Tc→gap(Δ),3,1.28,2,0.371345,integer,1,1.69292,0.371282,1.69337,0.371282,1.69337
LaH10,La-acous-sigma,SC_HighPressure,integer,intra,gap(Δ)→Debye,2,1.28,2,3.44693,integer,3,0.129661,3.44655,0.129564,3.44655,0.129564
LaH10,La-acous-sigma,SC_HighPressure,integer,intra,Debye→electronic(E_F),1,1.28,2,235.717,integer,240,0.0181711,235.704,0.0182278,235.704,0.0182278
LaH10,H1-optic-sigma-vs-H2-optic-pi,SC_HighPressure,rational,inter,gap(H1-optic-sigma) / gap(H2-optic-pi),,,,0.514286,rational,0.5,0.0277778,0.514286,0.0277778,0.514286,0.0277778
LaH10,H1-optic-sigma-vs-H2-optic-pi,SC_HighPressure,rational,inter,Debye(H1-optic-sigma) / Debye(H2-optic-pi),,,,0.655172,rational,0.666667,0.0175439,0.655172,0.0175439,0.655172,0.0175439
LaPt2Si2,gap1,SC_Binary,mixed,intra,thermal@Tc→gap(Δ),3,156.25,0,1.30551,rational,1.28571,0.0151619,1.27885,0.00536457,1.27885,0.00536457
LaPt2Si2,gap1,SC_Binary,mixed,intra,gap(Δ)→Debye,2,156.25,0,119.685,integer,120,0.00263037,118.056,0.0164658,118.056,0.0164658
LaPt2Si2,gap1,SC_Binary,mixed,intra,Debye→electronic(E_F),1,156.25,0,208.881,rational,208.333,0.00262347,207.46,0.00421084,207.46,0.00421084
LaPt2Si2,gap2,SC_Binary,mixed,intra,thermal@Tc→gap(Δ),3,156.25,0,0.580226,rational,0.571429,0.0151619,0.568379,0.00536457,0.568379,0.00536457
LaPt2Si2,gap2,SC_Binary,mixed,intra,gap(Δ)→Debye,2,156.25,0,269.292,rational,268.8,0.00182577,265.626,0.0119482,265.626,0.0119482
LaPt2Si2,gap2,SC_Binary,mixed,intra,Debye→electronic(E_F),1,156.25,0,208.881,rational,208.333,0.00262347,207.46,0.00421084,207.46,0.00421084
LaPt2Si2,gap1-vs-gap2,SC_Binary,rational,inter,gap(gap1) / gap(gap2),,,,2.25,rational,2.25,1.97373e-16,2.25,1.97373e-16,2.25,1.97373e-16
LaPt2Si2,gap1-vs-gap2,SC_Binary,rational,inter,Debye(gap1) / Debye(gap2),,,,1,rational,1,0,1,0,1,0
LiFeAs,hole-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,15,0,4.19052,rational,4.2,0.00226215,4.18231,0.00423047,4.18231,0.00423047
LiFeAs,hole-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,15,0,3.57951,rational,3.57143,0.00225704,3.57483,0.000951598,3.57483,0.000951598
LiFeAs,hole-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,15,0,6.44695,rational,6.42857,0.00285144,6.44274,0.00219953,6.44274,0.00219953
LiFeAs,electron-band,SC_IronBased,mixed,intra,thermal@Tc→gap(Δ),3,15,0,1.61174,rational,1.6,0.00728321,1.60858,0.00533363,1.60858,0.00533363
LiFeAs,electron-band,SC_IronBased,mixed,intra,gap(Δ)→Debye,2,15,0,9.30672,rational,9.33333,0.00285959,9.29456,0.00417173,9.29456,0.00417173
LiFeAs,electron-band,SC_IronBased,mixed,intra,Debye→electronic(E_F),1,15,0,6.44695,rational,6.42857,0.00285144,6.44274,0.00219953,6.44274,0.00219953
LiFeAs,hole-band-vs-electron-band,SC_IronBased,rational,inter,gap(hole-band) / gap(electron-band),,,,2.6,rational,2.625,0.00961538,2.6,0.00961538,2.6,0.00961538
LiFeAs,hole-band-vs-electron-band,SC_IronBased,rational,inter,Debye(hole-band) / Debye(electron-band),,,,1,rational,1,0,1,0,1,0
MgB2,pi,SC_Binary,mixed,intra,thermal@Tc→gap(Δ),3,19.2308,1.58974,0.80339,rational,0.8,0.00421927,0.801371,0.00171071,0.801371,0.00171071
MgB2,pi,SC_Binary,mixed,intra,gap(Δ)→Debye,2,19.2308,1.58974,23.937,integer,24,0.00263037,23.8969,0.00431283,23.8969,0.00431283
MgB2,pi,SC_Binary,mixed,intra,Debye→electronic(E_F),1,19.2308,1.58974,92.8361,rational,92.5714,0.00285144,92.7584,0.00201551,92.7584,0.00201551
MgB2,sigma,SC_Binary,integer,intra,thermal@Tc→gap(Δ),3,20.8205,1.58974,2.11262,integer,2,0.0533071,2.10687,0.0507245,2.10687,0.0507245
MgB2,sigma,SC_Binary,integer,intra,gap(Δ)→Debye,2,20.8205,1.58974,9.85532,integer,10,0.0146808,9.83744,0.0165245,9.83744,0.0165245
MgB2,sigma,SC_Binary,integer,intra,Debye→electronic(E_F),1,20.8205,1.58974,85.7477,integer,84,0.0203816,85.6699,0.0194924,85.6699,0.0194924
MgB2,sigma-vs-pi,SC_Binary,rational,inter,gap(sigma) / gap(pi),,,,2.62963,rational,2.625,0.00176056,2.62963,0.00176056,2.62963,0.00176056
MgB2,sigma-vs-pi,SC_Binary,rational,inter,Debye(sigma) / Debye(pi),,,,1.08267,rational,1.125,0.039101,1.08267,0.039101,1.08267,0.039101
